gene,category,family
clec-10,Matrisome-associated,ECM-affiliated
C03H5.1,Matrisome-associated,ECM-affiliated
WBGene00015403,Matrisome-associated,ECM-affiliated
O16660,Matrisome-associated,ECM-affiliated
clec-100,Matrisome-associated,ECM-affiliated
Y53H1A.3,Matrisome-associated,ECM-affiliated
WBGene00013179,Matrisome-associated,ECM-affiliated
Q9NA92,Matrisome-associated,ECM-affiliated
clec-101,Matrisome-associated,ECM-affiliated
F15D3.2,Matrisome-associated,ECM-affiliated
WBGene00008853,Matrisome-associated,ECM-affiliated
O62171,Matrisome-associated,ECM-affiliated
clec-102,Matrisome-associated,ECM-affiliated
F33E2.3,Matrisome-associated,ECM-affiliated
WBGene00009359,Matrisome-associated,ECM-affiliated
O01701,Matrisome-associated,ECM-affiliated
clec-103,Matrisome-associated,ECM-affiliated
T26E3.1,Matrisome-associated,ECM-affiliated
WBGene00012036,Matrisome-associated,ECM-affiliated
O45829,Matrisome-associated,ECM-affiliated
clec-104,Matrisome-associated,ECM-affiliated
Y18D10A.10,Matrisome-associated,ECM-affiliated
WBGene00012480,Matrisome-associated,ECM-affiliated
Q9XW21,Matrisome-associated,ECM-affiliated
clec-105,Matrisome-associated,ECM-affiliated
Y18D10A.24,Matrisome-associated,ECM-affiliated
WBGene00012488,Matrisome-associated,ECM-affiliated
clec-106,Matrisome-associated,ECM-affiliated
Y18D10A.12,Matrisome-associated,ECM-affiliated
WBGene00012482,Matrisome-associated,ECM-affiliated
Q9XW11,Matrisome-associated,ECM-affiliated
clec-107,Matrisome-associated,ECM-affiliated
Y26D4A.4,Matrisome-associated,ECM-affiliated
WBGene00012502,Matrisome-associated,ECM-affiliated
Q9U2Q3,Matrisome-associated,ECM-affiliated
M1ZJ53,Matrisome-associated,ECM-affiliated
clec-108,Matrisome-associated,ECM-affiliated
Y26D4A.6,Matrisome-associated,ECM-affiliated
WBGene00012504,Matrisome-associated,ECM-affiliated
Q9U2Q0,Matrisome-associated,ECM-affiliated
clec-109,Matrisome-associated,ECM-affiliated
F17B5.3,Matrisome-associated,ECM-affiliated
WBGene00008907,Matrisome-associated,ECM-affiliated
O45375,Matrisome-associated,ECM-affiliated
G3MU52,Matrisome-associated,ECM-affiliated
clec-11,Matrisome-associated,ECM-affiliated
C54C8.7,Matrisome-associated,ECM-affiliated
WBGene00008294,Matrisome-associated,ECM-affiliated
O17705,Matrisome-associated,ECM-affiliated
clec-110,Matrisome-associated,ECM-affiliated
F17B5.5,Matrisome-associated,ECM-affiliated
WBGene00008909,Matrisome-associated,ECM-affiliated
G5ECM8,Matrisome-associated,ECM-affiliated
clec-111,Matrisome-associated,ECM-affiliated
Y71A12B.5,Matrisome-associated,ECM-affiliated
WBGene00013502,Matrisome-associated,ECM-affiliated
clec-112,Matrisome-associated,ECM-affiliated
Y71A12B.6,Matrisome-associated,ECM-affiliated
WBGene00013503,Matrisome-associated,ECM-affiliated
Q9GRV4,Matrisome-associated,ECM-affiliated
clec-113,Matrisome-associated,ECM-affiliated
F47G4.1,Matrisome-associated,ECM-affiliated
WBGene00009822,Matrisome-associated,ECM-affiliated
Q9XTS6,Matrisome-associated,ECM-affiliated
clec-114,Matrisome-associated,ECM-affiliated
C49A1.9,Matrisome-associated,ECM-affiliated
WBGene00008190,Matrisome-associated,ECM-affiliated
O17678,Matrisome-associated,ECM-affiliated
clec-115,Matrisome-associated,ECM-affiliated
C49A1.6,Matrisome-associated,ECM-affiliated
WBGene00008188,Matrisome-associated,ECM-affiliated
O17672,Matrisome-associated,ECM-affiliated
clec-116,Matrisome-associated,ECM-affiliated
K04H8.1,Matrisome-associated,ECM-affiliated
WBGene00010576,Matrisome-associated,ECM-affiliated
clec-117,Matrisome-associated,ECM-affiliated
B0432.12,Matrisome-associated,ECM-affiliated
WBGene00015193,Matrisome-associated,ECM-affiliated
P90996,Matrisome-associated,ECM-affiliated
clec-118,Matrisome-associated,ECM-affiliated
W04H10.4,Matrisome-associated,ECM-affiliated
WBGene00021032,Matrisome-associated,ECM-affiliated
A0A0M7REL6,Matrisome-associated,ECM-affiliated
O44853,Matrisome-associated,ECM-affiliated
clec-119,Matrisome-associated,ECM-affiliated
F47F6.5,Matrisome-associated,ECM-affiliated
WBGene00018575,Matrisome-associated,ECM-affiliated
Q6F6K5,Matrisome-associated,ECM-affiliated
clec-12,Matrisome-associated,ECM-affiliated
T27F6.2,Matrisome-associated,ECM-affiliated
WBGene00012103,Matrisome-associated,ECM-affiliated
O45867,Matrisome-associated,ECM-affiliated
clec-121,Matrisome-associated,ECM-affiliated
Y25C1A.4,Matrisome-associated,ECM-affiliated
WBGene00021291,Matrisome-associated,ECM-affiliated
Q9TYL4,Matrisome-associated,ECM-affiliated
clec-122,Matrisome-associated,ECM-affiliated
Y25C1A.3,Matrisome-associated,ECM-affiliated
WBGene00021290,Matrisome-associated,ECM-affiliated
Q9TYL3,Matrisome-associated,ECM-affiliated
clec-123,Matrisome-associated,ECM-affiliated
Y25C1A.1,Matrisome-associated,ECM-affiliated
WBGene00021288,Matrisome-associated,ECM-affiliated
Q9TYL0,Matrisome-associated,ECM-affiliated
clec-124,Matrisome-associated,ECM-affiliated
C17F4.1,Matrisome-associated,ECM-affiliated
WBGene00015909,Matrisome-associated,ECM-affiliated
clec-125,Matrisome-associated,ECM-affiliated
W09G10.6,Matrisome-associated,ECM-affiliated
WBGene00021118,Matrisome-associated,ECM-affiliated
O16642,Matrisome-associated,ECM-affiliated
clec-126,Matrisome-associated,ECM-affiliated
W09G10.5,Matrisome-associated,ECM-affiliated
WBGene00021117,Matrisome-associated,ECM-affiliated
O16641,Matrisome-associated,ECM-affiliated
clec-127,Matrisome-associated,ECM-affiliated
W10G11.5,Matrisome-associated,ECM-affiliated
WBGene00021138,Matrisome-associated,ECM-affiliated
O44916,Matrisome-associated,ECM-affiliated
clec-128,Matrisome-associated,ECM-affiliated
W10G11.6,Matrisome-associated,ECM-affiliated
WBGene00021139,Matrisome-associated,ECM-affiliated
O44915,Matrisome-associated,ECM-affiliated
clec-129,Matrisome-associated,ECM-affiliated
W10G11.15,Matrisome-associated,ECM-affiliated
WBGene00021145,Matrisome-associated,ECM-affiliated
O44914,Matrisome-associated,ECM-affiliated
clec-13,Matrisome-associated,ECM-affiliated
H16D19.1,Matrisome-associated,ECM-affiliated
WBGene00010399,Matrisome-associated,ECM-affiliated
G5ED09,Matrisome-associated,ECM-affiliated
clec-130,Matrisome-associated,ECM-affiliated
W10G11.14,Matrisome-associated,ECM-affiliated
WBGene00021144,Matrisome-associated,ECM-affiliated
O44913,Matrisome-associated,ECM-affiliated
clec-132,Matrisome-associated,ECM-affiliated
W10G11.13,Matrisome-associated,ECM-affiliated
WBGene00021143,Matrisome-associated,ECM-affiliated
O44911,Matrisome-associated,ECM-affiliated
clec-133,Matrisome-associated,ECM-affiliated
W10G11.12,Matrisome-associated,ECM-affiliated
WBGene00021142,Matrisome-associated,ECM-affiliated
O44910,Matrisome-associated,ECM-affiliated
clec-134,Matrisome-associated,ECM-affiliated
W10G11.11,Matrisome-associated,ECM-affiliated
WBGene00021141,Matrisome-associated,ECM-affiliated
O61212,Matrisome-associated,ECM-affiliated
clec-135,Matrisome-associated,ECM-affiliated
C16A11.8,Matrisome-associated,ECM-affiliated
WBGene00015821,Matrisome-associated,ECM-affiliated
O76586,Matrisome-associated,ECM-affiliated
clec-136,Matrisome-associated,ECM-affiliated
F35D11.7,Matrisome-associated,ECM-affiliated
WBGene00018047,Matrisome-associated,ECM-affiliated
Q20036,Matrisome-associated,ECM-affiliated
clec-137,Matrisome-associated,ECM-affiliated
F35D11.8,Matrisome-associated,ECM-affiliated
WBGene00018048,Matrisome-associated,ECM-affiliated
Q20037,Matrisome-associated,ECM-affiliated
clec-138,Matrisome-associated,ECM-affiliated
F35D11.9,Matrisome-associated,ECM-affiliated
WBGene00018049,Matrisome-associated,ECM-affiliated
Q20038,Matrisome-associated,ECM-affiliated
clec-139,Matrisome-associated,ECM-affiliated
F35D11.10,Matrisome-associated,ECM-affiliated
WBGene00018050,Matrisome-associated,ECM-affiliated
Q20039,Matrisome-associated,ECM-affiliated
clec-140,Matrisome-associated,ECM-affiliated
T05A7.2,Matrisome-associated,ECM-affiliated
WBGene00020220,Matrisome-associated,ECM-affiliated
Q22205,Matrisome-associated,ECM-affiliated
clec-141,Matrisome-associated,ECM-affiliated
EEED8.11,Matrisome-associated,ECM-affiliated
WBGene00017139,Matrisome-associated,ECM-affiliated
Q09300,Matrisome-associated,ECM-affiliated
clec-142,Matrisome-associated,ECM-affiliated
K01C8.8,Matrisome-associated,ECM-affiliated
WBGene00010460,Matrisome-associated,ECM-affiliated
Q21085,Matrisome-associated,ECM-affiliated
clec-143,Matrisome-associated,ECM-affiliated
ZK673.9,Matrisome-associated,ECM-affiliated
WBGene00014063,Matrisome-associated,ECM-affiliated
G5EE24,Matrisome-associated,ECM-affiliated
clec-144,Matrisome-associated,ECM-affiliated
T27D12.3,Matrisome-associated,ECM-affiliated
WBGene00012086,Matrisome-associated,ECM-affiliated
Q22831,Matrisome-associated,ECM-affiliated
clec-145,Matrisome-associated,ECM-affiliated
Y48E1B.16,Matrisome-associated,ECM-affiliated
WBGene00013013,Matrisome-associated,ECM-affiliated
clec-146,Matrisome-associated,ECM-affiliated
Y48E1B.9,Matrisome-associated,ECM-affiliated
WBGene00013008,Matrisome-associated,ECM-affiliated
O18202,Matrisome-associated,ECM-affiliated
B7WNB3,Matrisome-associated,ECM-affiliated
clec-147,Matrisome-associated,ECM-affiliated
C04H5.2,Matrisome-associated,ECM-affiliated
WBGene00007313,Matrisome-associated,ECM-affiliated
O62025,Matrisome-associated,ECM-affiliated
clec-148,Matrisome-associated,ECM-affiliated
F40G9.10,Matrisome-associated,ECM-affiliated
WBGene00018246,Matrisome-associated,ECM-affiliated
Q9TZ75,Matrisome-associated,ECM-affiliated
clec-149,Matrisome-associated,ECM-affiliated
K02F3.5,Matrisome-associated,ECM-affiliated
WBGene00019328,Matrisome-associated,ECM-affiliated
Q21146,Matrisome-associated,ECM-affiliated
clec-15,Matrisome-associated,ECM-affiliated
T07D10.4,Matrisome-associated,ECM-affiliated
WBGene00011584,Matrisome-associated,ECM-affiliated
G5ED09,Matrisome-associated,ECM-affiliated
clec-150,Matrisome-associated,ECM-affiliated
R06B10.3,Matrisome-associated,ECM-affiliated
WBGene00019914,Matrisome-associated,ECM-affiliated
O44871,Matrisome-associated,ECM-affiliated
clec-151,Matrisome-associated,ECM-affiliated
F10F2.7,Matrisome-associated,ECM-affiliated
WBGene00008659,Matrisome-associated,ECM-affiliated
Q19313,Matrisome-associated,ECM-affiliated
clec-153,Matrisome-associated,ECM-affiliated
F10F2.8,Matrisome-associated,ECM-affiliated
WBGene00008660,Matrisome-associated,ECM-affiliated
Q19315,Matrisome-associated,ECM-affiliated
clec-156,Matrisome-associated,ECM-affiliated
F26A1.11,Matrisome-associated,ECM-affiliated
WBGene00017809,Matrisome-associated,ECM-affiliated
Q19800,Matrisome-associated,ECM-affiliated
clec-157,Matrisome-associated,ECM-affiliated
F26A1.12,Matrisome-associated,ECM-affiliated
WBGene00017810,Matrisome-associated,ECM-affiliated
Q19801,Matrisome-associated,ECM-affiliated
clec-158,Matrisome-associated,ECM-affiliated
R13F6.8,Matrisome-associated,ECM-affiliated
WBGene00020067,Matrisome-associated,ECM-affiliated
Q21984,Matrisome-associated,ECM-affiliated
clec-160,Matrisome-associated,ECM-affiliated
F09G8.8,Matrisome-associated,ECM-affiliated
WBGene00017322,Matrisome-associated,ECM-affiliated
P34393,Matrisome-associated,ECM-affiliated
clec-161,Matrisome-associated,ECM-affiliated
F58A4.5,Matrisome-associated,ECM-affiliated
WBGene00010228,Matrisome-associated,ECM-affiliated
P34472,Matrisome-associated,ECM-affiliated
clec-162,Matrisome-associated,ECM-affiliated
C07A9.1,Matrisome-associated,ECM-affiliated
WBGene00007399,Matrisome-associated,ECM-affiliated
P34312,Matrisome-associated,ECM-affiliated
clec-163,Matrisome-associated,ECM-affiliated
Y39A1B.1,Matrisome-associated,ECM-affiliated
WBGene00012661,Matrisome-associated,ECM-affiliated
Q9XXS0,Matrisome-associated,ECM-affiliated
clec-164,Matrisome-associated,ECM-affiliated
Y55F3C.5,Matrisome-associated,ECM-affiliated
WBGene00021949,Matrisome-associated,ECM-affiliated
Q95XW1,Matrisome-associated,ECM-affiliated
clec-165,Matrisome-associated,ECM-affiliated
F38A1.10,Matrisome-associated,ECM-affiliated
WBGene00009523,Matrisome-associated,ECM-affiliated
A4F315,Matrisome-associated,ECM-affiliated
clec-166,Matrisome-associated,ECM-affiliated
F38A1.5,Matrisome-associated,ECM-affiliated
WBGene00009518,Matrisome-associated,ECM-affiliated
A4F308,Matrisome-associated,ECM-affiliated
clec-167,Matrisome-associated,ECM-affiliated
F38A1.4,Matrisome-associated,ECM-affiliated
WBGene00009517,Matrisome-associated,ECM-affiliated
A4F310,Matrisome-associated,ECM-affiliated
clec-168,Matrisome-associated,ECM-affiliated
F38A1.7,Matrisome-associated,ECM-affiliated
WBGene00009520,Matrisome-associated,ECM-affiliated
A4F311,Matrisome-associated,ECM-affiliated
clec-169,Matrisome-associated,ECM-affiliated
F38A1.14,Matrisome-associated,ECM-affiliated
WBGene00009526,Matrisome-associated,ECM-affiliated
A4F316,Matrisome-associated,ECM-affiliated
clec-17,Matrisome-associated,ECM-affiliated
E03H4.10,Matrisome-associated,ECM-affiliated
WBGene00008477,Matrisome-associated,ECM-affiliated
O17741,Matrisome-associated,ECM-affiliated
clec-170,Matrisome-associated,ECM-affiliated
F38A1.1,Matrisome-associated,ECM-affiliated
WBGene00009515,Matrisome-associated,ECM-affiliated
A4F318,Matrisome-associated,ECM-affiliated
clec-171,Matrisome-associated,ECM-affiliated
Y77E11A.9,Matrisome-associated,ECM-affiliated
WBGene00022312,Matrisome-associated,ECM-affiliated
Q9N4B3,Matrisome-associated,ECM-affiliated
clec-172,Matrisome-associated,ECM-affiliated
K03H6.7,Matrisome-associated,ECM-affiliated
WBGene00044719,Matrisome-associated,ECM-affiliated
Q2MGE7,Matrisome-associated,ECM-affiliated
clec-173,Matrisome-associated,ECM-affiliated
T26C12.6,Matrisome-associated,ECM-affiliated
WBGene00044469,Matrisome-associated,ECM-affiliated
Q4R111,Matrisome-associated,ECM-affiliated
clec-174,Matrisome-associated,ECM-affiliated
Y46C8AL.2,Matrisome-associated,ECM-affiliated
WBGene00021580,Matrisome-associated,ECM-affiliated
Q9N3W8,Matrisome-associated,ECM-affiliated
clec-175,Matrisome-associated,ECM-affiliated
R08C7.6,Matrisome-associated,ECM-affiliated
WBGene00019950,Matrisome-associated,ECM-affiliated
Q21837,Matrisome-associated,ECM-affiliated
clec-176,Matrisome-associated,ECM-affiliated
E03H12.3,Matrisome-associated,ECM-affiliated
WBGene00017110,Matrisome-associated,ECM-affiliated
O02127,Matrisome-associated,ECM-affiliated
clec-177,Matrisome-associated,ECM-affiliated
E03H12.2,Matrisome-associated,ECM-affiliated
WBGene00017109,Matrisome-associated,ECM-affiliated
O02128,Matrisome-associated,ECM-affiliated
clec-178,Matrisome-associated,ECM-affiliated
T19E7.1,Matrisome-associated,ECM-affiliated
WBGene00020585,Matrisome-associated,ECM-affiliated
Q22591,Matrisome-associated,ECM-affiliated
clec-179,Matrisome-associated,ECM-affiliated
C42D4.11,Matrisome-associated,ECM-affiliated
WBGene00016597,Matrisome-associated,ECM-affiliated
Q18574,Matrisome-associated,ECM-affiliated
clec-18,Matrisome-associated,ECM-affiliated
F56H6.8,Matrisome-associated,ECM-affiliated
WBGene00010169,Matrisome-associated,ECM-affiliated
O45586,Matrisome-associated,ECM-affiliated
clec-180,Matrisome-associated,ECM-affiliated
F32E10.3,Matrisome-associated,ECM-affiliated
WBGene00017991,Matrisome-associated,ECM-affiliated
Q19970,Matrisome-associated,ECM-affiliated
clec-181,Matrisome-associated,ECM-affiliated
Y59H11AR.5,Matrisome-associated,ECM-affiliated
WBGene00044511,Matrisome-associated,ECM-affiliated
Q4R152,Matrisome-associated,ECM-affiliated
clec-182,Matrisome-associated,ECM-affiliated
C33D9.2,Matrisome-associated,ECM-affiliated
WBGene00007897,Matrisome-associated,ECM-affiliated
Q18373,Matrisome-associated,ECM-affiliated
clec-183,Matrisome-associated,ECM-affiliated
T20D3.1,Matrisome-associated,ECM-affiliated
WBGene00011855,Matrisome-associated,ECM-affiliated
O01253,Matrisome-associated,ECM-affiliated
clec-184,Matrisome-associated,ECM-affiliated
F08G5.7,Matrisome-associated,ECM-affiliated
WBGene00023502,Matrisome-associated,ECM-affiliated
Q5WRN9,Matrisome-associated,ECM-affiliated
clec-185,Matrisome-associated,ECM-affiliated
C25G4.1,Matrisome-associated,ECM-affiliated
WBGene00007729,Matrisome-associated,ECM-affiliated
G5EFM5,Matrisome-associated,ECM-affiliated
clec-186,Matrisome-associated,ECM-affiliated
ZK896.7,Matrisome-associated,ECM-affiliated
WBGene00014138,Matrisome-associated,ECM-affiliated
O02343,Matrisome-associated,ECM-affiliated
clec-187,Matrisome-associated,ECM-affiliated
ZK896.6,Matrisome-associated,ECM-affiliated
WBGene00014137,Matrisome-associated,ECM-affiliated
Q9XUA7,Matrisome-associated,ECM-affiliated
clec-189,Matrisome-associated,ECM-affiliated
M199.6,Matrisome-associated,ECM-affiliated
WBGene00010954,Matrisome-associated,ECM-affiliated
clec-19,Matrisome-associated,ECM-affiliated
F36H5.6,Matrisome-associated,ECM-affiliated
WBGene00018105,Matrisome-associated,ECM-affiliated
P91292,Matrisome-associated,ECM-affiliated
clec-190,Matrisome-associated,ECM-affiliated
M199.4,Matrisome-associated,ECM-affiliated
WBGene00010953,Matrisome-associated,ECM-affiliated
Q9NAP0,Matrisome-associated,ECM-affiliated
clec-191,Matrisome-associated,ECM-affiliated
F38C2.6,Matrisome-associated,ECM-affiliated
WBGene00009538,Matrisome-associated,ECM-affiliated
O45492,Matrisome-associated,ECM-affiliated
clec-193,Matrisome-associated,ECM-affiliated
Y116A8A.3,Matrisome-associated,ECM-affiliated
WBGene00013774,Matrisome-associated,ECM-affiliated
Q9U2W0,Matrisome-associated,ECM-affiliated
clec-194,Matrisome-associated,ECM-affiliated
Y116A8A.8,Matrisome-associated,ECM-affiliated
WBGene00013778,Matrisome-associated,ECM-affiliated
Q9U2W5,Matrisome-associated,ECM-affiliated
clec-195,Matrisome-associated,ECM-affiliated
Y116A8C.21,Matrisome-associated,ECM-affiliated
WBGene00013798,Matrisome-associated,ECM-affiliated
Q9U2V0,Matrisome-associated,ECM-affiliated
clec-196,Matrisome-associated,ECM-affiliated
F26D10.12,Matrisome-associated,ECM-affiliated
WBGene00009156,Matrisome-associated,ECM-affiliated
F5GUE2,Matrisome-associated,ECM-affiliated
Q9XVT9,Matrisome-associated,ECM-affiliated
A0A0K3ARI7,Matrisome-associated,ECM-affiliated
clec-197,Matrisome-associated,ECM-affiliated
C49C3.12,Matrisome-associated,ECM-affiliated
WBGene00008202,Matrisome-associated,ECM-affiliated
Q9XUG1,Matrisome-associated,ECM-affiliated
clec-198,Matrisome-associated,ECM-affiliated
C49C3.13,Matrisome-associated,ECM-affiliated
WBGene00008203,Matrisome-associated,ECM-affiliated
Q9XUF4,Matrisome-associated,ECM-affiliated
clec-199,Matrisome-associated,ECM-affiliated
C30H6.1,Matrisome-associated,ECM-affiliated
WBGene00007820,Matrisome-associated,ECM-affiliated
A0A0K3AUC7,Matrisome-associated,ECM-affiliated
A0A0K3ARH0,Matrisome-associated,ECM-affiliated
C6KRM6,Matrisome-associated,ECM-affiliated
A0A0K3AS08,Matrisome-associated,ECM-affiliated
A0A0K3AS12,Matrisome-associated,ECM-affiliated
H2L2E0,Matrisome-associated,ECM-affiliated
A0A0K3AV02,Matrisome-associated,ECM-affiliated
A0A0K3AXC2,Matrisome-associated,ECM-affiliated
D3KFV9,Matrisome-associated,ECM-affiliated
D3KFV8,Matrisome-associated,ECM-affiliated
C6KRM5,Matrisome-associated,ECM-affiliated
A0A0K3AS16,Matrisome-associated,ECM-affiliated
A0A0K3AUD0,Matrisome-associated,ECM-affiliated
A0A0K3AXC6,Matrisome-associated,ECM-affiliated
A0A0K3ARH5,Matrisome-associated,ECM-affiliated
A0A0K3AV10,Matrisome-associated,ECM-affiliated
clec-2,Matrisome-associated,ECM-affiliated
B0454.7,Matrisome-associated,ECM-affiliated
WBGene00015198,Matrisome-associated,ECM-affiliated
O17166,Matrisome-associated,ECM-affiliated
clec-20,Matrisome-associated,ECM-affiliated
T07H3.5,Matrisome-associated,ECM-affiliated
WBGene00020328,Matrisome-associated,ECM-affiliated
O76609,Matrisome-associated,ECM-affiliated
clec-202,Matrisome-associated,ECM-affiliated
C30H6.4,Matrisome-associated,ECM-affiliated
WBGene00007822,Matrisome-associated,ECM-affiliated
O45275,Matrisome-associated,ECM-affiliated
clec-203,Matrisome-associated,ECM-affiliated
Y50D4B.5,Matrisome-associated,ECM-affiliated
WBGene00021744,Matrisome-associated,ECM-affiliated
Q9N4T1,Matrisome-associated,ECM-affiliated
clec-204,Matrisome-associated,ECM-affiliated
Y46H3B.2,Matrisome-associated,ECM-affiliated
WBGene00021603,Matrisome-associated,ECM-affiliated
Q9N4W5,Matrisome-associated,ECM-affiliated
clec-205,Matrisome-associated,ECM-affiliated
Y46H3B.1,Matrisome-associated,ECM-affiliated
WBGene00021602,Matrisome-associated,ECM-affiliated
Q9N4W4,Matrisome-associated,ECM-affiliated
A0A0K3AYB0,Matrisome-associated,ECM-affiliated
clec-206,Matrisome-associated,ECM-affiliated
F59A7.1,Matrisome-associated,ECM-affiliated
WBGene00019089,Matrisome-associated,ECM-affiliated
O16285,Matrisome-associated,ECM-affiliated
clec-207,Matrisome-associated,ECM-affiliated
F36F12.5,Matrisome-associated,ECM-affiliated
WBGene00018096,Matrisome-associated,ECM-affiliated
O76400,Matrisome-associated,ECM-affiliated
clec-208,Matrisome-associated,ECM-affiliated
F36F12.6,Matrisome-associated,ECM-affiliated
WBGene00018097,Matrisome-associated,ECM-affiliated
O76401,Matrisome-associated,ECM-affiliated
clec-209,Matrisome-associated,ECM-affiliated
Y19D10A.9,Matrisome-associated,ECM-affiliated
WBGene00021224,Matrisome-associated,ECM-affiliated
G5EBG4,Matrisome-associated,ECM-affiliated
clec-21,Matrisome-associated,ECM-affiliated
T07H3.4,Matrisome-associated,ECM-affiliated
WBGene00020327,Matrisome-associated,ECM-affiliated
O76608,Matrisome-associated,ECM-affiliated
clec-210,Matrisome-associated,ECM-affiliated
Y73C8C.2,Matrisome-associated,ECM-affiliated
WBGene00022261,Matrisome-associated,ECM-affiliated
Q9TXW7,Matrisome-associated,ECM-affiliated
clec-212,Matrisome-associated,ECM-affiliated
F19F10.7,Matrisome-associated,ECM-affiliated
WBGene00017603,Matrisome-associated,ECM-affiliated
clec-213,Matrisome-associated,ECM-affiliated
C50E3.3,Matrisome-associated,ECM-affiliated
WBGene00016815,Matrisome-associated,ECM-affiliated
clec-214,Matrisome-associated,ECM-affiliated
C50E3.1,Matrisome-associated,ECM-affiliated
WBGene00016813,Matrisome-associated,ECM-affiliated
clec-215,Matrisome-associated,ECM-affiliated
C50E3.14,Matrisome-associated,ECM-affiliated
WBGene00044549,Matrisome-associated,ECM-affiliated
clec-216,Matrisome-associated,ECM-affiliated
F26D11.5,Matrisome-associated,ECM-affiliated
WBGene00017822,Matrisome-associated,ECM-affiliated
O61962,Matrisome-associated,ECM-affiliated
clec-217,Matrisome-associated,ECM-affiliated
F26D11.9,Matrisome-associated,ECM-affiliated
WBGene00017824,Matrisome-associated,ECM-affiliated
O61964,Matrisome-associated,ECM-affiliated
clec-218,Matrisome-associated,ECM-affiliated
W02D7.2,Matrisome-associated,ECM-affiliated
WBGene00020938,Matrisome-associated,ECM-affiliated
Q4W528,Matrisome-associated,ECM-affiliated
clec-219,Matrisome-associated,ECM-affiliated
W02D7.10,Matrisome-associated,ECM-affiliated
WBGene00020945,Matrisome-associated,ECM-affiliated
Q960A6,Matrisome-associated,ECM-affiliated
clec-22,Matrisome-associated,ECM-affiliated
F49A5.3,Matrisome-associated,ECM-affiliated
WBGene00009855,Matrisome-associated,ECM-affiliated
clec-221,Matrisome-associated,ECM-affiliated
F17C11.5,Matrisome-associated,ECM-affiliated
WBGene00008916,Matrisome-associated,ECM-affiliated
Q19516,Matrisome-associated,ECM-affiliated
clec-223,Matrisome-associated,ECM-affiliated
C03E10.5,Matrisome-associated,ECM-affiliated
WBGene00007282,Matrisome-associated,ECM-affiliated
O17562,Matrisome-associated,ECM-affiliated
clec-224,Matrisome-associated,ECM-affiliated
ZK863.9,Matrisome-associated,ECM-affiliated
WBGene00044790,Matrisome-associated,ECM-affiliated
Q1ZXU1,Matrisome-associated,ECM-affiliated
clec-225,Matrisome-associated,ECM-affiliated
B0365.5,Matrisome-associated,ECM-affiliated
WBGene00007152,Matrisome-associated,ECM-affiliated
P90733,Matrisome-associated,ECM-affiliated
G3MU44,Matrisome-associated,ECM-affiliated
clec-226,Matrisome-associated,ECM-affiliated
R10D12.5,Matrisome-associated,ECM-affiliated
WBGene00011186,Matrisome-associated,ECM-affiliated
clec-227,Matrisome-associated,ECM-affiliated
F08H9.5,Matrisome-associated,ECM-affiliated
WBGene00008593,Matrisome-associated,ECM-affiliated
Q19231,Matrisome-associated,ECM-affiliated
clec-228,Matrisome-associated,ECM-affiliated
H02K04.2,Matrisome-associated,ECM-affiliated
WBGene00044086,Matrisome-associated,ECM-affiliated
G5EFF6,Matrisome-associated,ECM-affiliated
clec-229,Matrisome-associated,ECM-affiliated
H02K04.1,Matrisome-associated,ECM-affiliated
WBGene00010355,Matrisome-associated,ECM-affiliated
Q7K7K8,Matrisome-associated,ECM-affiliated
clec-230,Matrisome-associated,ECM-affiliated
C29F3.5,Matrisome-associated,ECM-affiliated
WBGene00007806,Matrisome-associated,ECM-affiliated
O45272,Matrisome-associated,ECM-affiliated
clec-231,Matrisome-associated,ECM-affiliated
C29F3.4,Matrisome-associated,ECM-affiliated
WBGene00007805,Matrisome-associated,ECM-affiliated
O17613,Matrisome-associated,ECM-affiliated
clec-232,Matrisome-associated,ECM-affiliated
F36G9.11,Matrisome-associated,ECM-affiliated
WBGene00009487,Matrisome-associated,ECM-affiliated
O45469,Matrisome-associated,ECM-affiliated
clec-233,Matrisome-associated,ECM-affiliated
F21H7.4,Matrisome-associated,ECM-affiliated
WBGene00009030,Matrisome-associated,ECM-affiliated
O45388,Matrisome-associated,ECM-affiliated
clec-234,Matrisome-associated,ECM-affiliated
F26D2.12,Matrisome-associated,ECM-affiliated
WBGene00009150,Matrisome-associated,ECM-affiliated
Q9XV60,Matrisome-associated,ECM-affiliated
D5MCU6,Matrisome-associated,ECM-affiliated
D5MCU5,Matrisome-associated,ECM-affiliated
clec-238,Matrisome-associated,ECM-affiliated
Y102A5C.17,Matrisome-associated,ECM-affiliated
WBGene00013622,Matrisome-associated,ECM-affiliated
clec-239,Matrisome-associated,ECM-affiliated
Y102A5C.16,Matrisome-associated,ECM-affiliated
WBGene00013621,Matrisome-associated,ECM-affiliated
Q9XX76,Matrisome-associated,ECM-affiliated
clec-24,Matrisome-associated,ECM-affiliated
F49A5.4,Matrisome-associated,ECM-affiliated
WBGene00009856,Matrisome-associated,ECM-affiliated
O45530,Matrisome-associated,ECM-affiliated
C7FZU9,Matrisome-associated,ECM-affiliated
clec-240,Matrisome-associated,ECM-affiliated
F49H6.1,Matrisome-associated,ECM-affiliated
WBGene00009905,Matrisome-associated,ECM-affiliated
clec-241,Matrisome-associated,ECM-affiliated
F49H6.2,Matrisome-associated,ECM-affiliated
WBGene00009906,Matrisome-associated,ECM-affiliated
clec-242,Matrisome-associated,ECM-affiliated
